geography_code,Borough,sum_2021
E01002294,Havering,64
E01002295,Havering,83
E01002296,Havering,76
E01002297,Havering,130
E01002298,Havering,71
E01002299,Havering,85
E01002300,Havering,74
E01002301,Havering,57
E01002302,Havering,124
E01002303,Havering,90
E01002304,Havering,83
E01002305,Havering,63
E01002306,Havering,103
E01002307,Havering,71
E01002308,Havering,69
E01002309,Havering,107
E01002310,Havering,249
E01002311,Havering,84
E01002312,Havering,93
E01002313,Havering,118
E01002314,Havering,122
E01002315,Havering,68
E01002316,Havering,157
E01002317,Havering,51
E01002318,Havering,50
E01002319,Havering,286
E01002320,Havering,42
E01002321,Havering,112
E01002322,Havering,55
E01002323,Havering,50
E01002324,Havering,45
E01002325,Havering,148
E01002326,Havering,172
E01002327,Havering,34
E01002328,Havering,54
E01002329,Havering,70
E01002330,Havering,152
E01002331,Havering,46
E01002332,Havering,74
E01002333,Havering,47
E01002334,Havering,54
E01002335,Havering,82
E01002336,Havering,67
E01002337,Havering,98
E01002338,Havering,86
E01002339,Havering,66
E01002340,Havering,63
E01002341,Havering,51
E01002342,Havering,87
E01002343,Havering,50
E01002344,Havering,225
E01002345,Havering,208
E01002346,Havering,111
E01002347,Havering,65
E01002348,Havering,34
E01002349,Havering,65
E01002350,Havering,217
E01002351,Havering,64
E01002352,Havering,112
E01002353,Havering,413
E01002354,Havering,38
E01002355,Havering,37
E01002356,Havering,919
E01002358,Havering,132
E01002359,Havering,39
E01002360,Havering,79
E01002361,Havering,333
E01002362,Havering,54
E01002363,Havering,36
E01002364,Havering,24
E01002365,Havering,63
E01002366,Havering,59
E01002367,Havering,107
E01002368,Havering,298
E01002369,Havering,119
E01002370,Havering,185
E01002371,Havering,88
E01002372,Havering,36
E01002373,Havering,81
E01002374,Havering,89
E01002375,Havering,191
E01002376,Havering,43
E01002377,Havering,102
E01002378,Havering,39
E01002379,Havering,155
E01002380,Havering,155
E01002381,Havering,74
E01002382,Havering,87
E01002383,Havering,56
E01002384,Havering,78
E01002385,Havering,72
E01002386,Havering,244
E01002387,Havering,28
E01002388,Havering,27
E01002389,Havering,34
E01002390,Havering,43
E01002391,Havering,80
E01002392,Hillingdon,133
E01002393,Hillingdon,140
E01002394,Hillingdon,99
E01002395,Hillingdon,61
E01002396,Hillingdon,186
E01002397,Hillingdon,342
E01002398,Hillingdon,91
E01002399,Hillingdon,93
E01002400,Hillingdon,118
E01002401,Hillingdon,197
E01002402,Hillingdon,109
E01002403,Hillingdon,106
E01002404,Hillingdon,129
E01002405,Hillingdon,157
E01002406,Hillingdon,459
E01002407,Hillingdon,340
E01002408,Hillingdon,153
E01002409,Hillingdon,92
E01002410,Hillingdon,230
E01002411,Hillingdon,99
E01002412,Hillingdon,429
E01002413,Hillingdon,143
E01002414,Hillingdon,227
E01002415,Hillingdon,63
E01002416,Hillingdon,62
E01002417,Hillingdon,86
E01002418,Hillingdon,46
E01002419,Hillingdon,46
E01002420,Hillingdon,42
E01002421,Hillingdon,101
E01002422,Hillingdon,139
E01002423,Hillingdon,124
E01002424,Hillingdon,82
E01002425,Hillingdon,115
E01002426,Hillingdon,125
E01002427,Hillingdon,52
E01002428,Hillingdon,49
E01002429,Hillingdon,68
E01002430,Hillingdon,51
E01002431,Hillingdon,13
E01002432,Hillingdon,123
E01002433,Hillingdon,125
E01002434,Hillingdon,56
E01002435,Hillingdon,50
E01002436,Hillingdon,99
E01002437,Hillingdon,41
E01002438,Hillingdon,50
E01002439,Hillingdon,110
E01002440,Hillingdon,72
E01002441,Hillingdon,99
E01002442,Hillingdon,104
E01002443,Hillingdon,204
E01002444,Hillingdon,1785
E01002445,Hillingdon,163
E01002446,Hillingdon,167
E01002447,Hillingdon,247
E01002448,Hillingdon,213
E01002449,Hillingdon,220
E01002450,Hillingdon,58
E01002451,Hillingdon,44
E01002452,Hillingdon,81
E01002453,Hillingdon,69
E01002454,Hillingdon,110
E01002455,Hillingdon,126
E01002456,Hillingdon,173
E01002457,Hillingdon,120
E01002458,Hillingdon,37
E01002459,Hillingdon,52
E01002460,Hillingdon,124
E01002461,Hillingdon,94
E01002462,Hillingdon,39
E01002463,Hillingdon,61
E01002464,Hillingdon,37
E01002465,Hillingdon,87
E01002466,Hillingdon,75
E01002467,Hillingdon,42
E01002468,Hillingdon,61
E01002469,Hillingdon,64
E01002470,Hillingdon,173
E01002471,Hillingdon,51
E01002472,Hillingdon,111
E01002473,Hillingdon,84
E01002474,Hillingdon,74
E01002475,Hillingdon,103
E01002476,Hillingdon,31
E01002477,Hillingdon,60
E01002478,Hillingdon,61
E01002479,Hillingdon,129
E01002480,Hillingdon,53
E01002481,Hillingdon,74
E01002482,Hillingdon,34
E01002483,Hillingdon,146
E01002484,Hillingdon,86
E01002485,Hillingdon,202
E01002486,Hillingdon,206
E01002487,Hillingdon,102
E01002488,Hillingdon,87
E01002489,Hillingdon,268
E01002490,Hillingdon,157
E01002491,Hillingdon,129
E01002492,Hillingdon,111
E01002493,Hillingdon,140
E01002494,Hillingdon,86
E01002495,Hillingdon,87
E01002496,Hillingdon,207
E01002497,Hillingdon,357
E01002498,Hillingdon,85
E01002499,Hillingdon,117
E01002501,Hillingdon,95
E01002502,Hillingdon,77
E01002503,Hillingdon,174
E01002504,Hillingdon,150
E01002505,Hillingdon,469
E01002506,Hillingdon,510
E01002507,Hillingdon,209
E01002508,Hillingdon,152
E01002509,Hillingdon,41
E01002511,Hillingdon,87
E01002512,Hillingdon,131
E01002513,Hillingdon,75
E01002514,Hillingdon,378
E01002515,Hillingdon,627
E01002516,Hillingdon,56
E01002518,Hillingdon,98
E01002519,Hillingdon,122
E01002520,Hillingdon,204
E01002521,Hillingdon,719
E01002523,Hillingdon,80
E01002525,Hillingdon,99
E01002526,Hillingdon,185
E01002527,Hillingdon,98
E01002528,Hillingdon,181
E01002529,Hillingdon,174
E01002530,Hillingdon,189
E01002531,Hillingdon,71
E01002532,Hillingdon,193
E01002533,Hillingdon,70
E01002534,Hillingdon,54
E01002535,Hillingdon,219
E01002536,Hillingdon,33
E01002537,Hillingdon,103
E01002538,Hillingdon,101
E01002539,Hillingdon,37
E01002540,Hillingdon,258
E01002541,Hillingdon,104
E01002542,Hillingdon,188
E01002543,Hillingdon,121
E01002544,Hillingdon,112
E01002545,Hillingdon,149
E01002546,Hillingdon,68
E01002547,Hillingdon,100
E01002548,Hillingdon,163
E01002549,Hillingdon,99
E01002550,Hillingdon,127
E01002551,Hillingdon,125
E01002552,Hillingdon,112
E01002553,Hillingdon,136
E01002554,Hillingdon,586
E01002555,Hounslow,119
E01002556,Hounslow,84
E01002557,Hounslow,128
E01002558,Hounslow,150
E01002559,Hounslow,183
E01002560,Hounslow,115
E01002561,Hounslow,79
E01002562,Hounslow,162
E01002563,Hounslow,98
E01002564,Hounslow,157
E01002565,Hounslow,224
E01002566,Hounslow,394
E01002567,Hounslow,129
E01002568,Hounslow,236
E01002569,Hounslow,126
E01002570,Hounslow,213
E01002571,Hounslow,54
E01002572,Hounslow,176
E01002573,Hounslow,110
E01002574,Hounslow,95
E01002575,Hounslow,106
E01002576,Hounslow,75
E01002577,Hounslow,95
E01002578,Hounslow,117
E01002579,Hounslow,100
E01002580,Hounslow,93
E01002581,Hounslow,106
E01002582,Hounslow,82
E01002583,Hounslow,132
E01002584,Hounslow,198
E01002585,Hounslow,101
E01002586,Hounslow,76
E01002587,Hounslow,184
E01002588,Hounslow,176
E01002589,Hounslow,195
E01002590,Hounslow,183
E01002591,Hounslow,65
E01002592,Hounslow,285
E01002593,Hounslow,225
E01002594,Hounslow,170
E01002595,Hounslow,148
E01002596,Hounslow,235
E01002598,Hounslow,219
E01002599,Hounslow,84
E01002600,Hounslow,64
E01002601,Hounslow,105
E01002602,Hounslow,66
E01002603,Hounslow,124
E01002604,Hounslow,171
E01002605,Hounslow,159
E01002606,Hounslow,117
E01002607,Hounslow,169
E01002608,Hounslow,188
E01002609,Hounslow,90
E01002610,Hounslow,112
E01002611,Hounslow,199
E01002612,Hounslow,249
E01002613,Hounslow,62
E01002614,Hounslow,161
E01002615,Hounslow,206
E01002616,Hounslow,96
E01002617,Hounslow,78
E01002618,Hounslow,81
E01002619,Hounslow,103
E01002620,Hounslow,241
E01002621,Hounslow,134
E01002622,Hounslow,104
E01002623,Hounslow,129
E01002624,Hounslow,182
E01002625,Hounslow,110
E01002626,Hounslow,165
E01002627,Hounslow,85
E01002628,Hounslow,149
E01002629,Hounslow,171
E01002630,Hounslow,141
E01002631,Hounslow,126
E01002632,Hounslow,131
E01002633,Hounslow,221
E01002634,Hounslow,162
E01002635,Hounslow,106
E01002636,Hounslow,85
E01002637,Hounslow,341
E01002638,Hounslow,164
E01002639,Hounslow,104
E01002640,Hounslow,162
E01002641,Hounslow,280
E01002642,Hounslow,503
E01002643,Hounslow,272
E01002645,Hounslow,194
E01002646,Hounslow,140
E01002647,Hounslow,119
E01002648,Hounslow,308
E01002649,Hounslow,269
E01002650,Hounslow,204
E01002651,Hounslow,105
E01002652,Hounslow,141
E01002653,Hounslow,56
E01002654,Hounslow,62
E01002655,Hounslow,77
E01002656,Hounslow,42
E01002657,Hounslow,104
E01002658,Hounslow,45
E01002659,Hounslow,58
E01002660,Hounslow,83
E01002661,Hounslow,205
E01002662,Hounslow,154
E01002663,Hounslow,89
E01002664,Hounslow,275
E01002665,Hounslow,102
E01002666,Hounslow,105
E01002667,Hounslow,137
E01002668,Hounslow,132
E01002669,Hounslow,88
E01002670,Hounslow,88
E01002671,Hounslow,76
E01002672,Hounslow,211
E01002673,Hounslow,78
E01002674,Hounslow,65
E01002675,Hounslow,93
E01002676,Hounslow,108
E01002677,Hounslow,197
E01002678,Hounslow,403
E01002679,Hounslow,139
E01002680,Hounslow,147
E01002681,Hounslow,435
E01002682,Hounslow,141
E01002683,Hounslow,112
E01002684,Hounslow,246
E01002686,Hounslow,187
E01002687,Hounslow,82
E01002689,Hounslow,81
E01002690,Hounslow,104
E01002691,Hounslow,131
E01002692,Hounslow,246
E01002693,Hounslow,286
E01002694,Islington,102
E01002695,Islington,337
E01002696,Islington,572
E01002697,Islington,199
E01002698,Islington,148
E01002699,Islington,98
E01002700,Islington,91
E01002701,Islington,214
E01002702,Islington,225
E01002703,Islington,184
E01002704,Islington,865
E01002706,Islington,179
E01002707,Islington,205
E01002708,Islington,203
E01002709,Islington,108
E01002710,Islington,141
E01002711,Islington,419
E01002712,Islington,272
E01002713,Islington,204
E01002714,Islington,133
E01002715,Islington,113
E01002716,Islington,233
E01002717,Islington,75
E01002718,Islington,106
E01002719,Islington,172
E01002720,Islington,252
E01002721,Islington,159
E01002722,Islington,185
E01002723,Islington,166
E01002724,Islington,459
E01002725,Islington,87
E01002726,Islington,272
E01002727,Islington,129
E01002728,Islington,137
E01002729,Islington,154
E01002730,Islington,274
E01002731,Islington,760
E01002732,Islington,202
E01002733,Islington,72
E01002734,Islington,621
E01002735,Islington,329
E01002736,Islington,116
E01002737,Islington,141
E01002738,Islington,169
E01002739,Islington,162
E01002740,Islington,337
E01002741,Islington,148
E01002742,Islington,122
E01002743,Islington,91
E01002744,Islington,109
E01002745,Islington,107
E01002747,Islington,186
E01002748,Islington,227
E01002749,Islington,95
E01002751,Islington,167
E01002752,Islington,101
E01002753,Islington,97
E01002754,Islington,83
E01002755,Islington,84
E01002756,Islington,98
E01002757,Islington,105
E01002758,Islington,153
E01002759,Islington,65
E01002760,Islington,113
E01002762,Islington,143
E01002763,Islington,137
E01002764,Islington,134
E01002765,Islington,324
E01002766,Islington,208
E01002767,Islington,156
E01002768,Islington,121
E01002769,Islington,114
E01002770,Islington,524
E01002771,Islington,137
E01002772,Islington,295
E01002773,Islington,135
E01002774,Islington,213
E01002775,Islington,152
E01002776,Islington,154
E01002777,Islington,138
E01002778,Islington,137
E01002779,Islington,180
E01002780,Islington,123
E01002781,Islington,109
E01002782,Islington,142
E01002783,Islington,170
E01002784,Islington,135
E01002785,Islington,152
E01002786,Islington,163
E01002787,Islington,82
E01002788,Islington,119
E01002789,Islington,122
E01002790,Islington,190
E01002791,Islington,179
E01002792,Islington,222
E01002793,Islington,234
E01002794,Islington,663
E01002795,Islington,499
E01002796,Islington,105
E01002797,Islington,212
E01002798,Islington,156
E01002799,Islington,169
E01002800,Islington,128
E01002801,Islington,243
E01002802,Islington,114
E01002803,Islington,394
E01002804,Islington,141
E01002805,Islington,233
E01002806,Islington,97
E01002807,Islington,150
E01002808,Islington,154
E01002809,Islington,108
E01002810,Islington,220
E01002811,Islington,123
E01002812,Kensington and Chelsea,102
E01002813,Kensington and Chelsea,63
E01002814,Kensington and Chelsea,309
E01002815,Kensington and Chelsea,92
E01002816,Kensington and Chelsea,111
E01002817,Kensington and Chelsea,145
E01002818,Kensington and Chelsea,753
E01002819,Kensington and Chelsea,506
E01002820,Kensington and Chelsea,216
E01002821,Kensington and Chelsea,321
E01002822,Kensington and Chelsea,116
E01002823,Kensington and Chelsea,120
E01002824,Kensington and Chelsea,56
E01002825,Kensington and Chelsea,140
E01002826,Kensington and Chelsea,399
E01002827,Kensington and Chelsea,257
E01002828,Kensington and Chelsea,110
E01002829,Kensington and Chelsea,129
E01002830,Kensington and Chelsea,247
E01002831,Kensington and Chelsea,364
E01002832,Kensington and Chelsea,191
E01002833,Kensington and Chelsea,248
E01002834,Kensington and Chelsea,89
E01002835,Kensington and Chelsea,377
E01002836,Kensington and Chelsea,116
E01002837,Kensington and Chelsea,56
E01002838,Kensington and Chelsea,73
E01002839,Kensington and Chelsea,171
E01002840,Kensington and Chelsea,149
E01002841,Kensington and Chelsea,131
E01002842,Kensington and Chelsea,38
E01002843,Kensington and Chelsea,182
E01002844,Kensington and Chelsea,143
E01002845,Kensington and Chelsea,124
E01002846,Kensington and Chelsea,173
E01002847,Kensington and Chelsea,161
E01002848,Kensington and Chelsea,102
E01002849,Kensington and Chelsea,128
E01002850,Kensington and Chelsea,321
E01002851,Kensington and Chelsea,220
E01002852,Kensington and Chelsea,389
E01002853,Kensington and Chelsea,86
E01002854,Kensington and Chelsea,186
E01002855,Kensington and Chelsea,187
E01002856,Kensington and Chelsea,208
E01002857,Kensington and Chelsea,170
E01002858,Kensington and Chelsea,165
E01002859,Kensington and Chelsea,297
E01002860,Kensington and Chelsea,123
E01002861,Kensington and Chelsea,160
E01002862,Kensington and Chelsea,85
E01002863,Kensington and Chelsea,95
E01002864,Kensington and Chelsea,111
E01002865,Kensington and Chelsea,272
E01002866,Kensington and Chelsea,104
E01002867,Kensington and Chelsea,184
E01002868,Kensington and Chelsea,68
E01002869,Kensington and Chelsea,131
E01002870,Kensington and Chelsea,242
E01002871,Kensington and Chelsea,201
E01002872,Kensington and Chelsea,79
E01002873,Kensington and Chelsea,78
E01002874,Kensington and Chelsea,87
E01002875,Kensington and Chelsea,88
E01002876,Kensington and Chelsea,114
E01002877,Kensington and Chelsea,222
E01002878,Kensington and Chelsea,201
E01002879,Kensington and Chelsea,112
E01002880,Kensington and Chelsea,141
E01002881,Kensington and Chelsea,89
E01002882,Kensington and Chelsea,109
E01002883,Kensington and Chelsea,237
E01002884,Kensington and Chelsea,211
E01002885,Kensington and Chelsea,92
E01002886,Kensington and Chelsea,122
E01002887,Kensington and Chelsea,112
E01002888,Kensington and Chelsea,120
E01002889,Kensington and Chelsea,475
E01002890,Kensington and Chelsea,86
E01002891,Kensington and Chelsea,100
E01002892,Kensington and Chelsea,92
E01002893,Kensington and Chelsea,111
E01002894,Kensington and Chelsea,139
E01002895,Kensington and Chelsea,103
E01002896,Kensington and Chelsea,103
E01002897,Kensington and Chelsea,93
E01002898,Kensington and Chelsea,69
E01002899,Kensington and Chelsea,178
E01002900,Kensington and Chelsea,102
E01002901,Kensington and Chelsea,58
E01002902,Kensington and Chelsea,560
E01002903,Kensington and Chelsea,216
E01002904,Kensington and Chelsea,80
E01002905,Kensington and Chelsea,125
E01002906,Kensington and Chelsea,322
E01002907,Kensington and Chelsea,89
E01002908,Kensington and Chelsea,98
E01002909,Kensington and Chelsea,134
E01002910,Kensington and Chelsea,105
E01002911,Kensington and Chelsea,220
E01002912,Kensington and Chelsea,277
E01002913,Kensington and Chelsea,152
E01002914,Kensington and Chelsea,210
E01002915,Kingston upon Thames,27
E01002916,Kingston upon Thames,55
E01002917,Kingston upon Thames,27
E01002918,Kingston upon Thames,49
E01002919,Kingston upon Thames,205
E01002920,Kingston upon Thames,47
E01002921,Kingston upon Thames,87
E01002922,Kingston upon Thames,48
E01002923,Kingston upon Thames,118
E01002924,Kingston upon Thames,33
E01002925,Kingston upon Thames,88
E01002926,Kingston upon Thames,29
E01002927,Kingston upon Thames,43
E01002928,Kingston upon Thames,92
E01002929,Kingston upon Thames,123
E01002930,Kingston upon Thames,240
E01002931,Kingston upon Thames,94
E01002932,Kingston upon Thames,139
E01002933,Kingston upon Thames,95
E01002934,Kingston upon Thames,59
E01002935,Kingston upon Thames,104
E01002937,Kingston upon Thames,48
E01002938,Kingston upon Thames,70
E01002939,Kingston upon Thames,73
E01002940,Kingston upon Thames,48
E01002941,Kingston upon Thames,77
E01002942,Kingston upon Thames,33
E01002943,Kingston upon Thames,60
E01002944,Kingston upon Thames,55
E01002945,Kingston upon Thames,43
E01002946,Kingston upon Thames,43
E01002947,Kingston upon Thames,64
E01002948,Kingston upon Thames,149
E01002949,Kingston upon Thames,66
E01002950,Kingston upon Thames,65
E01002951,Kingston upon Thames,44
E01002952,Kingston upon Thames,70
E01002953,Kingston upon Thames,78
E01002954,Kingston upon Thames,182
E01002955,Kingston upon Thames,130
E01002956,Kingston upon Thames,75
E01002957,Kingston upon Thames,90
E01002958,Kingston upon Thames,36
E01002959,Kingston upon Thames,25
E01002960,Kingston upon Thames,71
E01002961,Kingston upon Thames,47
E01002962,Kingston upon Thames,65
E01002963,Kingston upon Thames,52
E01002964,Kingston upon Thames,425
E01002965,Kingston upon Thames,223
E01002966,Kingston upon Thames,85
E01002967,Kingston upon Thames,51
E01002968,Kingston upon Thames,2237
E01002969,Kingston upon Thames,168
E01002970,Kingston upon Thames,117
E01002971,Kingston upon Thames,150
E01002972,Kingston upon Thames,187
E01002973,Kingston upon Thames,79
E01002974,Kingston upon Thames,134
E01002975,Kingston upon Thames,76
E01002976,Kingston upon Thames,35
E01002977,Kingston upon Thames,84
E01002978,Kingston upon Thames,70
E01002979,Kingston upon Thames,40
E01002980,Kingston upon Thames,28
E01002981,Kingston upon Thames,44
E01002982,Kingston upon Thames,46
E01002983,Kingston upon Thames,78
E01002984,Kingston upon Thames,77
E01002985,Kingston upon Thames,84
E01002986,Kingston upon Thames,48
E01002987,Kingston upon Thames,271
E01002988,Kingston upon Thames,64
E01002989,Kingston upon Thames,67
E01002990,Kingston upon Thames,39
E01002991,Kingston upon Thames,54
E01002992,Kingston upon Thames,61
E01002993,Kingston upon Thames,41
E01002994,Kingston upon Thames,43
E01002995,Kingston upon Thames,40
E01002996,Kingston upon Thames,59
E01002997,Kingston upon Thames,38
E01002998,Kingston upon Thames,54
E01002999,Kingston upon Thames,72
E01003000,Kingston upon Thames,160
E01003001,Kingston upon Thames,99
E01003002,Kingston upon Thames,100
E01003003,Kingston upon Thames,255
E01003004,Kingston upon Thames,92
E01003005,Kingston upon Thames,65
E01003006,Kingston upon Thames,56
E01003007,Kingston upon Thames,39
E01003008,Kingston upon Thames,36
E01003009,Kingston upon Thames,54
E01003010,Kingston upon Thames,64
E01003011,Kingston upon Thames,120
E01003013,Lambeth,1185
E01003014,Lambeth,205
E01003015,Lambeth,98
E01003016,Lambeth,352
E01003017,Lambeth,344
E01003018,Lambeth,221
E01003019,Lambeth,134
E01003020,Lambeth,291
E01003021,Lambeth,191
E01003022,Lambeth,107
E01003023,Lambeth,230
E01003024,Lambeth,156
E01003025,Lambeth,119
E01003026,Lambeth,234
E01003027,Lambeth,50
E01003028,Lambeth,82
E01003029,Lambeth,120
E01003030,Lambeth,191
E01003031,Lambeth,121
E01003032,Lambeth,220
E01003033,Lambeth,67
E01003034,Lambeth,77
E01003035,Lambeth,496
E01003036,Lambeth,83
E01003037,Lambeth,185
E01003038,Lambeth,102
E01003039,Lambeth,319
E01003040,Lambeth,87
E01003041,Lambeth,315
E01003042,Lambeth,84
E01003043,Lambeth,103
E01003044,Lambeth,75
E01003045,Lambeth,149
E01003046,Lambeth,102
E01003047,Lambeth,1358
E01003048,Lambeth,140
E01003049,Lambeth,183
E01003050,Lambeth,177
E01003051,Lambeth,287
E01003052,Lambeth,174
E01003053,Lambeth,121
E01003054,Lambeth,160
E01003055,Lambeth,568
E01003056,Lambeth,132
E01003057,Lambeth,90
E01003058,Lambeth,159
E01003059,Lambeth,164
E01003060,Lambeth,106
E01003061,Lambeth,360
E01003062,Lambeth,194
E01003063,Lambeth,154
E01003064,Lambeth,95
E01003065,Lambeth,127
E01003066,Lambeth,157
E01003067,Lambeth,100
E01003068,Lambeth,113
E01003069,Lambeth,117
E01003070,Lambeth,117
E01003071,Lambeth,99
E01003072,Lambeth,71
E01003073,Lambeth,175
E01003074,Lambeth,341
E01003075,Lambeth,119
E01003076,Lambeth,479
E01003077,Lambeth,111
E01003078,Lambeth,107
E01003079,Lambeth,221
E01003080,Lambeth,63
E01003081,Lambeth,196
E01003082,Lambeth,108
E01003083,Lambeth,70
E01003084,Lambeth,72
E01003085,Lambeth,89
E01003086,Lambeth,128
E01003087,Lambeth,141
E01003088,Lambeth,97
E01003089,Lambeth,198
E01003090,Lambeth,279
E01003091,Lambeth,61
E01003092,Lambeth,112
E01003093,Lambeth,246
E01003094,Lambeth,103
E01003095,Lambeth,74
E01003096,Lambeth,350
E01003097,Lambeth,102
E01003098,Lambeth,76
E01003099,Lambeth,203
E01003100,Lambeth,146
E01003101,Lambeth,101
E01003102,Lambeth,416
E01003104,Lambeth,87
E01003105,Lambeth,119
E01003106,Lambeth,132
E01003107,Lambeth,134
E01003108,Lambeth,139
E01003109,Lambeth,385
E01003110,Lambeth,143
E01003111,Lambeth,132
E01003112,Lambeth,147
E01003113,Lambeth,132
E01003114,Lambeth,281
E01003115,Lambeth,131
E01003116,Lambeth,72
E01003117,Lambeth,177
E01003118,Lambeth,319
E01003119,Lambeth,121
E01003120,Lambeth,253
E01003121,Lambeth,80
E01003122,Lambeth,109
E01003123,Lambeth,102
E01003124,Lambeth,99
E01003125,Lambeth,114
E01003126,Lambeth,136
E01003127,Lambeth,166
E01003128,Lambeth,203
E01003129,Lambeth,142
E01003130,Lambeth,149
E01003131,Lambeth,159
E01003132,Lambeth,132
E01003133,Lambeth,121
E01003134,Lambeth,73
E01003135,Lambeth,122
E01003136,Lambeth,83
E01003137,Lambeth,147
E01003138,Lambeth,57
E01003139,Lambeth,85
E01003140,Lambeth,60
E01003141,Lambeth,121
E01003142,Lambeth,93
E01003143,Lambeth,85
E01003144,Lambeth,184
E01003145,Lambeth,126
E01003146,Lambeth,88
E01003147,Lambeth,117
E01003148,Lambeth,113
E01003149,Lambeth,93
E01003150,Lambeth,151
E01003151,Lambeth,106
E01003152,Lambeth,94
E01003153,Lambeth,185
E01003154,Lambeth,165
E01003155,Lambeth,99
E01003156,Lambeth,77
E01003157,Lambeth,78
E01003158,Lambeth,56
E01003159,Lambeth,112
E01003160,Lambeth,53
E01003161,Lambeth,59
E01003162,Lambeth,89
E01003163,Lambeth,60
E01003164,Lambeth,172
E01003165,Lambeth,104
E01003166,Lambeth,287
E01003167,Lambeth,99
E01003168,Lambeth,107
E01003169,Lambeth,178
E01003170,Lambeth,80
E01003171,Lambeth,132
E01003172,Lambeth,133
E01003173,Lambeth,89
E01003174,Lambeth,115
E01003175,Lambeth,105
E01003176,Lambeth,240
E01003177,Lambeth,167
E01003178,Lambeth,135
E01003179,Lambeth,107
E01003180,Lambeth,105
E01003181,Lambeth,86
E01003182,Lambeth,122
E01003183,Lambeth,155
E01003184,Lambeth,92
E01003185,Lambeth,103
E01003186,Lambeth,240
E01003187,Lambeth,114
E01003188,Lambeth,104
E01003189,Lewisham,156
E01003190,Lewisham,240
E01003191,Lewisham,103
E01003192,Lewisham,163
E01003193,Lewisham,371
E01003194,Lewisham,196
E01003195,Lewisham,90
E01003196,Lewisham,210
E01003197,Lewisham,104
E01003198,Lewisham,50
E01003199,Lewisham,312
E01003200,Lewisham,179
E01003201,Lewisham,155
E01003202,Lewisham,78
E01003203,Lewisham,225
E01003204,Lewisham,87
E01003205,Lewisham,69
E01003206,Lewisham,95
E01003207,Lewisham,231
E01003209,Lewisham,121
E01003210,Lewisham,187
E01003211,Lewisham,143
E01003212,Lewisham,129
E01003213,Lewisham,112
E01003214,Lewisham,229
E01003215,Lewisham,221
E01003216,Lewisham,140
E01003217,Lewisham,50
E01003218,Lewisham,79
E01003219,Lewisham,102
E01003220,Lewisham,118
E01003221,Lewisham,215
E01003222,Lewisham,108
E01003223,Lewisham,155
E01003224,Lewisham,126
E01003225,Lewisham,112
E01003226,Lewisham,129
E01003227,Lewisham,64
E01003228,Lewisham,78
E01003229,Lewisham,259
E01003230,Lewisham,132
E01003231,Lewisham,176
E01003232,Lewisham,90
E01003233,Lewisham,62
E01003235,Lewisham,158
E01003236,Lewisham,115
E01003237,Lewisham,185
E01003238,Lewisham,100
E01003239,Lewisham,109
E01003240,Lewisham,136
E01003241,Lewisham,118
E01003243,Lewisham,213
E01003244,Lewisham,117
E01003245,Lewisham,121
E01003246,Lewisham,177
E01003247,Lewisham,148
E01003248,Lewisham,118
E01003249,Lewisham,127
E01003250,Lewisham,242
E01003251,Lewisham,110
E01003252,Lewisham,95
E01003253,Lewisham,178
E01003254,Lewisham,129
E01003255,Lewisham,279
E01003256,Lewisham,216
E01003257,Lewisham,73
E01003258,Lewisham,59
E01003259,Lewisham,158
E01003260,Lewisham,87
E01003261,Lewisham,71
E01003262,Lewisham,86
E01003263,Lewisham,169
E01003264,Lewisham,74
E01003265,Lewisham,122
E01003266,Lewisham,120
E01003267,Lewisham,96
E01003268,Lewisham,119
E01003269,Lewisham,83
E01003270,Lewisham,56
E01003271,Lewisham,62
E01003272,Lewisham,185
E01003273,Lewisham,67
E01003274,Lewisham,115
E01003275,Lewisham,106
E01003276,Lewisham,89
E01003277,Lewisham,108
E01003278,Lewisham,128
E01003279,Lewisham,85
E01003280,Lewisham,56
E01003281,Lewisham,64
E01003282,Lewisham,147
E01003283,Lewisham,107
E01003284,Lewisham,154
